grid_id,x_idx_x,y_idx_x,elevation,modis_ndvi,ndbi,ndvi,nighttime_lights,poi_accessibility,population,precipitation,road_accessibility,sentinel2_composite,slope,surface_temp,x_idx_y,y_idx_y,.geo,lon,lat,cluster,is_protected_forest,is_island,NIR_glcm_contrast,NIR_glcm_dissimilarity,NIR_glcm_homogeneity,NIR_glcm_energy,NIR_glcm_correlation,NIR_glcm_asm,Red_glcm_contrast,Red_glcm_dissimilarity,Red_glcm_homogeneity,Red_glcm_energy,Red_glcm_correlation,Red_glcm_asm,NIR_mean,NIR_std,Red_mean,Red_std,psgc_code,shape_len,shape_area,shape_sqkm,poverty_rate,employment_diversity,total_employed,service_workers_pct,farm_workers_pct,unskilled_workers_pct,permanent_employment_pct,seasonal_employment_pct,weekly_employment_pct,self_employed_count,improved_water_pct,unimproved_water_pct,electricity_access_pct,no_education_pct,elementary_pct,highschool_pct,college_pct,single_house_pct,duplex_pct,multi_residential_pct,strong_roof_pct,light_roof_pct,makeshift_roof_pct,strong_wall_pct,light_wall_pct,makeshift_wall_pct,Children Attending School,Children Not Attending School,school_attendance_rate,barangay_name_clean
17_0,17,0,3.567321377739825,,-0.12806040558824,0.1278231365470301,0.3023389463451874,4047.8196582898495,10.486939696998862,1471.278146699071,0.0,634.9134716437663,1.5861139496236114,33.62975126521739,17,0,"{""type"":""Polygon"",""coordinates"":[[[122.05141634779784,6.858104329000046],[122.06046997896246,6.858104329000046],[122.06046997896246,6.867087440749956],[122.05141634779784,6.867087440749956],[122.05141634779784,6.858104329000046]]]}",122.05141634779784,6.858104329000046,-1,0,0,574.1800658416025,8.356487128712914,0.6359268078008236,0.5871320655153832,0.959915060198572,0.3447489608986469,654.5159049505035,6.452657920792113,0.690488175304427,0.5939813329232402,0.8506573830892796,0.3528402005155002,1932.065632183908,1252.0521721724865,695.3016091954023,715.5220530893374,907332074.0,0.118881696336,0.00025506715341,3.11768868903,0.3107900792636154,9.0,415.0,0.2457831325301205,0.09879518072289156,0.35903614457831323,0.18313253012048192,0.6795180722891566,0.13734939759036144,247.0,0.6223404255319149,0.013297872340425532,0.7952127659574468,0.04892512972572276,0.26464047442550037,0.4425500370644922,0.23202372127501852,0.8297872340425532,0.14893617021276595,0.015957446808510637,0.2127659574468085,0.40425531914893614,0.05053191489361702,0.15159574468085107,0.4148936170212766,0.05585106382978723,924.0,197.0,0.8242640499553969,SANTA BARBARA
18_0,18,0,3.7227847569429855,,-0.4206375774526757,0.4689539681336698,0.2985768243510946,4268.88921575098,18.177850200918314,1471.278146699071,0.0,462.47759741523583,1.4509754278364373,35.33903459906343,18,0,"{""type"":""Polygon"",""coordinates"":[[[122.0604699789624,6.858104329000046],[122.06952361012699,6.858104329000045],[122.06952361012699,6.867087440749956],[122.0604699789624,6.867087440749956],[122.0604699789624,6.858104329000046]]]}",122.0604699789624,6.858104329000046,-1,0,0,1416.4830851935735,21.48831639920033,0.1984736696107349,0.1046867998792627,0.8994387997888618,0.0110452616868451,1084.4779935574809,15.33584381144918,0.2345135182443841,0.1061394368509046,0.8579362476887676,0.0113413797332005,1717.7788371852005,1073.474546958629,472.6381490309877,454.5092352433315,907332074.0,0.118881696336,0.00025506715341,3.11768868903,0.3107900792636154,9.0,415.0,0.2457831325301205,0.09879518072289156,0.35903614457831323,0.18313253012048192,0.6795180722891566,0.13734939759036144,247.0,0.6223404255319149,0.013297872340425532,0.7952127659574468,0.04892512972572276,0.26464047442550037,0.4425500370644922,0.23202372127501852,0.8297872340425532,0.14893617021276595,0.015957446808510637,0.2127659574468085,0.40425531914893614,0.05053191489361702,0.15159574468085107,0.4148936170212766,0.05585106382978723,924.0,197.0,0.8242640499553969,SANTA BARBARA
19_0,19,0,4.472606689734716,,-0.1312766315709105,0.102879224710245,0.3176225101742226,4386.925981712685,17.686939549761195,1471.278146699071,0.0,588.3610992176249,0.7951531045235832,32.49450284,19,0,"{""type"":""Polygon"",""coordinates"":[[[122.06952361012699,6.858104329000045],[122.07857724129157,6.858104329000046],[122.07857724129157,6.867087440749956],[122.06952361012699,6.867087440749956],[122.06952361012699,6.858104329000045]]]}",122.069523610127,6.858104329000045,-1,0,0,715.2920943304549,7.309677588318096,0.7540418005935564,0.7280955356003457,0.8805915701056034,0.5301364405704592,792.0582254575302,5.084002577602001,0.8478588539502437,0.7399784402068543,0.7239695509583657,0.5475879036240533,2429.983327719771,963.138372402243,540.5980127989222,690.3639354823733,907332074.0,0.118881696336,0.00025506715341,3.11768868903,0.3107900792636154,9.0,415.0,0.2457831325301205,0.09879518072289156,0.35903614457831323,0.18313253012048192,0.6795180722891566,0.13734939759036144,247.0,0.6223404255319149,0.013297872340425532,0.7952127659574468,0.04892512972572276,0.26464047442550037,0.4425500370644922,0.23202372127501852,0.8297872340425532,0.14893617021276595,0.015957446808510637,0.2127659574468085,0.40425531914893614,0.05053191489361702,0.15159574468085107,0.4148936170212766,0.05585106382978723,924.0,197.0,0.8242640499553969,SANTA BARBARA
16_1,16,1,4.223350253807106,,-0.0019220402980252,-0.1052866270476679,0.3171594827303402,4059.380084056555,0.0,1406.8145982338522,0.0,615.9802639261941,0.9010732963122604,30.94317414804627,16,1,"{""type"":""Polygon"",""coordinates"":[[[122.04236271663326,6.867087440749955],[122.05141634779784,6.867087440749956],[122.05141634779784,6.876070552499866],[122.04236271663326,6.876070552499866],[122.04236271663326,6.867087440749955]]]}",122.04236271663326,6.867087440749955,-1,0,0,14.220613871957958,0.0683053132045878,0.999630436811314,0.999630437597667,0.0971711714138579,0.9992610136719317,14.115650834885471,0.0678612390942064,0.999630437342619,0.999630437597667,0.095645451482548,0.9992610136719317,5.639024390243902,46.29129865056178,12.217073170731709,100.48624685034176,907332074.0,0.118881696336,0.00025506715341,3.11768868903,0.3107900792636154,9.0,415.0,0.2457831325301205,0.09879518072289156,0.35903614457831323,0.18313253012048192,0.6795180722891566,0.13734939759036144,247.0,0.6223404255319149,0.013297872340425532,0.7952127659574468,0.04892512972572276,0.26464047442550037,0.4425500370644922,0.23202372127501852,0.8297872340425532,0.14893617021276595,0.015957446808510637,0.2127659574468085,0.40425531914893614,0.05053191489361702,0.15159574468085107,0.4148936170212766,0.05585106382978723,924.0,197.0,0.8242640499553969,SANTA BARBARA
17_1,17,1,2.489106300305301,,-0.2061543670884868,0.3040896678049364,0.3111352218505466,4487.203250831596,10.218418827029842,1471.278146699071,0.0,588.6186796932776,1.392507500735788,34.32233570000002,17,1,"{""type"":""Polygon"",""coordinates"":[[[122.05141634779784,6.867087440749956],[122.06046997896246,6.867087440749956],[122.06046997896243,6.876070552499865],[122.05141634779784,6.876070552499866],[122.05141634779784,6.867087440749956]]]}",122.05141634779784,6.867087440749956,-1,0,0,776.3044039604295,10.565120297029782,0.5207472349154144,0.4574835483575893,0.9498295061804144,0.2093003026199762,797.7666366336774,7.54935099009905,0.6141156054232231,0.4606863694092058,0.8417016591666542,0.2122504915677434,2223.912765589912,1019.4883189793104,574.818448782173,697.1371869420387,907332074.0,0.118881696336,0.00025506715341,3.11768868903,0.3107900792636154,9.0,415.0,0.2457831325301205,0.09879518072289156,0.35903614457831323,0.18313253012048192,0.6795180722891566,0.13734939759036144,247.0,0.6223404255319149,0.013297872340425532,0.7952127659574468,0.04892512972572276,0.26464047442550037,0.4425500370644922,0.23202372127501852,0.8297872340425532,0.14893617021276595,0.015957446808510637,0.2127659574468085,0.40425531914893614,0.05053191489361702,0.15159574468085107,0.4148936170212766,0.05585106382978723,924.0,197.0,0.8242640499553969,SANTA BARBARA
18_1,18,1,3.431941747572816,,-0.1649773867332233,0.1802378740063575,0.3348830344775441,4625.080430452581,40.667365267919706,1471.278146699071,0.0,578.3918019385729,1.3871356434226554,33.43300419962631,18,1,"{""type"":""Polygon"",""coordinates"":[[[122.0604699789624,6.867087440749956],[122.06952361012699,6.867087440749956],[122.06952361012699,6.876070552499865],[122.0604699789624,6.876070552499866],[122.0604699789624,6.867087440749956]]]}",122.0604699789624,6.867087440749956,-1,0,0,1000.1542651167944,10.92709838856671,0.6536565311642702,0.6162988440913142,0.92744082293855,0.3798387157452284,782.2637402042617,6.120028750545457,0.7117826148735689,0.6150901847135393,0.7779361819664098,0.3783577220565697,1989.7143869596032,1047.8572169679717,473.6513111268604,508.44091022085263,907332074.0,0.118881696336,0.00025506715341,3.11768868903,0.3107900792636154,9.0,415.0,0.2457831325301205,0.09879518072289156,0.35903614457831323,0.18313253012048192,0.6795180722891566,0.13734939759036144,247.0,0.6223404255319149,0.013297872340425532,0.7952127659574468,0.04892512972572276,0.26464047442550037,0.4425500370644922,0.23202372127501852,0.8297872340425532,0.14893617021276595,0.015957446808510637,0.2127659574468085,0.40425531914893614,0.05053191489361702,0.15159574468085107,0.4148936170212766,0.05585106382978723,924.0,197.0,0.8242640499553969,SANTA BARBARA
19_1,19,1,2.942492012779553,,0.0042776832515899,-0.0862453989545513,0.3282696343722022,4770.133520889464,42.71016111212261,1471.278146699071,0.0,594.7634774823869,1.4757056683361036,31.67698964782609,19,1,"{""type"":""Polygon"",""coordinates"":[[[122.06952361012699,6.867087440749956],[122.07857724129157,6.867087440749956],[122.07857724129157,6.876070552499867],[122.06952361012699,6.876070552499865],[122.06952361012699,6.867087440749956]]]}",122.069523610127,6.867087440749956,-1,0,0,70.53250503843346,0.5054055326179104,0.9932571035800344,0.993078911623877,0.6804990609671386,0.986205831361002,66.60845194194737,0.4643351934931417,0.9934934318947184,0.9932514424312704,0.7326080857007264,0.9865485582027866,804.9074074074074,1408.0817246447252,379.3851851851852,762.8350846986444,907332074.0,0.118881696336,0.00025506715341,3.11768868903,0.3107900792636154,9.0,415.0,0.2457831325301205,0.09879518072289156,0.35903614457831323,0.18313253012048192,0.6795180722891566,0.13734939759036144,247.0,0.6223404255319149,0.013297872340425532,0.7952127659574468,0.04892512972572276,0.26464047442550037,0.4425500370644922,0.23202372127501852,0.8297872340425532,0.14893617021276595,0.015957446808510637,0.2127659574468085,0.40425531914893614,0.05053191489361702,0.15159574468085107,0.4148936170212766,0.05585106382978723,924.0,197.0,0.8242640499553969,SANTA BARBARA
42_1,42,1,1.700460829493088,0.6443901166629985,0.0834314469451426,-0.1817186430031018,0.2071712504868163,3959.353370704783,0.0,1785.9353031516075,0.0,436.7474307069445,5.587495810004717,30.334608267929774,42,1,"{""type"":""Polygon"",""coordinates"":[[[122.27775712691216,6.867087440749956],[122.28681075807671,6.867087440749956],[122.28681075807671,6.876070552499865],[122.27775712691216,6.876070552499866],[122.27775712691216,6.867087440749956]]]}",122.27775712691216,6.867087440749956,0,0,0,123.98154370678844,1.1055638576379545,0.972478002188954,0.9703934701087904,0.7810071744739665,0.9416651425403092,153.39631273654544,1.2181461928953583,0.972171470731926,0.969900577079128,0.8229422462391083,0.9407090532480582,348.5395537525355,490.2496827924492,330.0770791075051,360.24670122345486,907332049.0,0.0960088409946,0.000295778539438,3.61521070512,0.7309899569583931,7.0,420.0,0.08333333333333333,0.8142857142857143,0.07380952380952381,0.17142857142857143,0.6904761904761905,0.1380952380952381,336.0,0.37894736842105264,0.5342105263157895,0.1631578947368421,0.09794776119402986,0.5876865671641791,0.26119402985074625,0.013992537313432836,0.9894736842105263,0.010526315789473684,0.0,0.11842105263157894,0.6473684210526316,0.06315789473684211,0.05,0.6052631578947368,0.1394736842105263,598.0,306.0,0.661504424778761,MANALIPA
43_1,43,1,10.412418375529844,0.3427714484071886,-0.0741905196130401,0.1533351679888229,0.2127069928356149,4010.014867589485,8.758978498127115,1785.9353031516075,0.0,518.891042858811,6.0476070066012815,30.86947203568142,43,1,"{""type"":""Polygon"",""coordinates"":[[[122.28681075807671,6.867087440749956],[122.2958643892413,6.867087440749956],[122.2958643892413,6.876070552499867],[122.28681075807671,6.876070552499865],[122.28681075807671,6.867087440749956]]]}",122.28681075807673,6.867087440749956,0,0,0,640.6310371868828,8.83025797163316,0.6835823286216423,0.6581329772779851,0.9643436343444788,0.4331569045084953,1015.9965289447348,12.065460268217263,0.6789805751038861,0.6511977157714148,0.8679106883904082,0.4240853634684617,2808.776623376624,1222.053944002038,610.6085714285714,419.1150674584325,907332049.0,0.0960088409946,0.000295778539438,3.61521070512,0.7309899569583931,7.0,420.0,0.08333333333333333,0.8142857142857143,0.07380952380952381,0.17142857142857143,0.6904761904761905,0.1380952380952381,336.0,0.37894736842105264,0.5342105263157895,0.1631578947368421,0.09794776119402986,0.5876865671641791,0.26119402985074625,0.013992537313432836,0.9894736842105263,0.010526315789473684,0.0,0.11842105263157894,0.6473684210526316,0.06315789473684211,0.05,0.6052631578947368,0.1394736842105263,598.0,306.0,0.661504424778761,MANALIPA
44_1,44,1,1.0546296296296298,0.1379091525267429,0.0139458204607428,-0.0989905499346444,0.1888332027963694,3885.768028435221,2.2452049255371094,1785.9353031516075,0.0,528.975905021409,0.2520439437321902,29.05591085914599,44,1,"{""type"":""Polygon"",""coordinates"":[[[122.2958643892413,6.867087440749956],[122.30491802040589,6.867087440749956],[122.30491802040589,6.876070552499866],[122.2958643892413,6.876070552499867],[122.2958643892413,6.867087440749956]]]}",122.2958643892413,6.867087440749956,-1,0,0,173.11713424866247,1.9691506647752823,0.9530283306713868,0.950145866637324,0.9244987886976908,0.9027790309047562,188.00541038844904,2.062853089181961,0.9515713900457984,0.9485688940132428,0.8384610188459536,0.8997857528473832,1376.8238719068413,1157.3052482743726,796.768558951965,719.986602455888,907332049.0,0.0960088409946,0.000295778539438,3.61521070512,0.7309899569583931,7.0,420.0,0.08333333333333333,0.8142857142857143,0.07380952380952381,0.17142857142857143,0.6904761904761905,0.1380952380952381,336.0,0.37894736842105264,0.5342105263157895,0.1631578947368421,0.09794776119402986,0.5876865671641791,0.26119402985074625,0.013992537313432836,0.9894736842105263,0.010526315789473684,0.0,0.11842105263157894,0.6473684210526316,0.06315789473684211,0.05,0.6052631578947368,0.1394736842105263,598.0,306.0,0.661504424778761,MANALIPA
